,id,food_complexity,num_ingredients,serving_setting,expected_cost,related_movie,paired_drink,associated_people,hot_sauce_level,Label,movie_genres
62,713423,5,15.0,"Week day dinner,Weekend dinner,At a party",15.0,insideout,"cola,soda","Parents,Siblings,Friends,Teachers",A little (mild),Pizza,"16,10751,12,18,35"
63,722431,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,At a party",16.666666666666668,avenuemontaigne,"juice,fruit",Friends,none,Pizza,"35,18,10749"
64,633234,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,avengers,"cola,soda","Siblings,Friends,Teachers",none,Pizza,"878,28,12"
65,148179,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,nancy,"cola,soda",Friends,A little (mild),Pizza,"9648,18"
66,715845,2,9.0,"Weekend dinner,At a party,Late night snack",20.0,cloudywithachanceo,"cola,soda",Friends,none,Pizza,"16,35,10751"
67,632153,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,ratatouille,"water,soda",Friends,none,Pizza,"16,35,10751,14"
68,606552,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,superbad,"cola,soda","Parents,Siblings,Friends",A little (mild),Pizza,35
69,738409,3,4.0,At a party,3.0,strangerthings,"cola,soda","Teachers,Strangers",none,Pizza,"27,878,28"
70,612096,4,6.0,"Weekend dinner,At a party",4.99,ratatouille,"fruit,soda","Parents,Friends,Teachers",A lot (hot),Pizza,"16,35,10751,14"
71,743537,3,5.0,"Week day lunch,Week day dinner,At a party,Late night snack",15.0,35pizza,"cola,soda","Friends,Strangers",none,Pizza,35
72,632896,3,10.0,"Weekend lunch,At a party,Late night snack",4.0,homealone3,"cola,soda","Siblings,Friends,Strangers",A little (mild),Pizza,"35,10751"
73,605207,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,avenuemontaigne,"cola,soda",Friends,none,Pizza,"35,18,10749"
74,617542,4,3.3333333333333335,"Week day dinner,Weekend dinner,At a party,Late night snack",13.5,battle,"cola,soda",Friends,A little (mild),Pizza,"18,10749,10402"
75,719554,3,3.0,"Week day lunch,Late night snack",5.0,nancy,"fruit,juice","Friends,Strangers",none,Pizza,"9648,18"
76,627427,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",5.0,air,soda,"Friends,Strangers",A little (mild),Pizza,"18,36"
77,411315,4,7.0,"Week day lunch,At a party,Late night snack",6.0,deadpool,"cola,soda","Friends,Strangers",A little (mild),Pizza,"28,12,35"
78,631507,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,quietplacedayone,soda,Friends,I will have some of this food item with my hot sauce,Pizza,"27,878,53"
79,627798,3,8.0,"Week day lunch,Weekend lunch,At a party,Late night snack",6.0,findingnemo,"cola,soda",Friends,A little (mild),Pizza,"16,10751"
80,712093,4,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",15.0,avengersendgame,"cola,soda","Teachers,Strangers",A little (mild),Pizza,"12,878,28"
81,627488,1,10.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",5.0,ratatouille,soda,"Friends,Teachers",A little (mild),Pizza,"16,35,10751,14"
82,626493,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,mycousinvinny,soda,"Parents,Siblings,Friends,Teachers",none,Pizza,35
83,601363,2,7.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,garfield,"ginger,soda","Siblings,Friends,Teachers",A moderate amount (medium),Pizza,"35,10751"
84,712898,4,8.0,"Weekend dinner,At a party,Late night snack",5.0,garfield,"cola,soda",Parents,none,Pizza,"35,10751"
85,603398,3,10.0,"Weekend dinner,At a party,Late night snack",22.5,eatpraylove,"cola,soda",Friends,A moderate amount (medium),Pizza,"18,10749"
86,631012,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,ratatouille,"cola,soda","Parents,Siblings,Friends",none,Pizza,"16,35,10751,14"
87,601848,3,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",7.0,ratatouille,"cola,soda","Parents,Siblings,Friends,Teachers",none,Pizza,"16,35,10751,14"
88,612131,2,5.0,"Week day dinner,Weekend dinner,At a party,Late night snack",2.0,homealone3,"cola,soda","Parents,Siblings,Teachers",A little (mild),Pizza,"35,10751"
89,408630,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,fivenightsatfreddy,soda,"Siblings,Friends,Teachers",A little (mild),Pizza,"27,9648,53"
90,632091,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,novice,soda,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza,18
91,601122,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,homealone3,"cola,soda","Parents,Siblings,Friends,Strangers",none,Pizza,"35,10751"
92,602871,2,5.0,"Week day lunch,At a party",10.0,spiderman,"cola,soda",Friends,A little (mild),Pizza,"28,878"
93,520828,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,avenuemontaigne,"cola,soda","Siblings,Friends",A moderate amount (medium),Pizza,"35,18,10749"
94,514199,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,nancy,"tea,soda",Friends,none,Pizza,"9648,18"
95,389697,4,6.0,"Week day dinner,Weekend dinner,At a party,Late night snack",10.0,comeaway,"cola,soda","Friends,Teachers",A little (mild),Pizza,"14,12"
96,714430,3,10.0,"Week day lunch,Weekend lunch",10.0,ironman,"fruit,juice",Friends,A little (mild),Pizza,"28,878,12"
97,612567,4,6.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,starwars,"cola,soda","Siblings,Friends",A moderate amount (medium),Pizza,"12,28,878"
98,744468,3,3.0,"Week day lunch,At a party",3.0,spiderman,"cola,soda",Friends,none,Pizza,"28,878"
99,502722,3,6.0,"Weekend lunch,At a party",3.0,ateam,"cola,soda","Siblings,Friends",I will have some of this food item with my hot sauce,Pizza,"28,35,80"
100,519681,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,darkknight,"cola,soda",Friends,none,Pizza,"18,28,80,53"
101,631125,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,homealone2lostinne,"cola,soda","Parents,Siblings",none,Pizza,"35,10751,12"
102,606119,2,6.5,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,pulpfiction,"cola,soda",Friends,none,Pizza,"53,80"
103,627252,3,8.0,"Week day dinner,Weekend dinner,At a party",6.0,battle,water,"Siblings,Friends",none,Pizza,"18,10749,10402"
104,616568,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,fastfuriouspresent,soda,"Parents,Siblings,Friends",A little (mild),Pizza,"28,12,35"
105,603838,2,5.0,"Weekend lunch,Weekend dinner",10.0,avenuemontaigne,soda,Friends,A moderate amount (medium),Pizza,"35,18,10749"
106,719735,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,spiderman,"cola,soda",Friends,A little (mild),Pizza,"28,878"
107,608062,2,10.0,"Weekend dinner,At a party",2.5,spiderman,"cola,soda","Friends,Teachers",none,Pizza,"28,878"
108,608704,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,homealone3,"cola,soda","Parents,Siblings,Friends,Teachers",none,Pizza,"35,10751"
109,520383,2,6.5,"Week day lunch,Weekend dinner,At a party",4.833333333333333,idiotka,"cola,soda","Friends,Teachers",A little (mild),Pizza,35
110,603793,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,homealone3,soda,"Friends,Strangers",A moderate amount (medium),Pizza,"35,10751"
111,603933,3,4.5,At a party,3.0,trumanshow,"fruit,soda",Friends,none,Pizza,"35,18"
112,605519,3,6.0,"Week day dinner,Weekend dinner,At a party,Late night snack",5.0,kingdomoftheplanet,"cola,soda","Friends,Teachers",A moderate amount (medium),Pizza,"878,12,28,18,53"
113,524803,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,breakingbad,soda,"Friends,Teachers",none,Pizza,"18,80"
114,629712,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",17.0,interstellar,"cola,soda",Friends,A little (mild),Pizza,"12,18,878"
115,627505,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,rushhour,"cola,soda","Parents,Siblings",none,Pizza,"28,35,80"
116,526131,3,1.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.5,tabu,"cola,soda","Friends,Teachers",none,Pizza,"35,10402"
117,607065,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,scoobydoo,"cola,soda","Siblings,Friends",A little (mild),Pizza,"9648,12,35"
118,500077,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,backtothefuture,"cola,soda",Teachers,none,Pizza,"12,35,878"
119,633350,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,ratatouille,"cola,soda","Friends,Teachers,Strangers",A little (mild),Pizza,"16,35,10751,14"
120,601945,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",22.0,princessdiaries,"cola,soda","Parents,Friends,Teachers",A little (mild),Pizza,"35,10751,10749"
121,629878,3,3.0,"Weekend lunch,Weekend dinner,At a party",3.5,walle,water,Friends,A little (mild),Pizza,"16,10751,878"
122,712766,4,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,homealone3,soda,"Siblings,Friends,Teachers",none,Pizza,"35,10751"
123,603664,2,8.0,"Week day lunch,At a party",16.0,ratatouille,"cola,soda",Strangers,none,Pizza,"16,35,10751,14"
124,840827,3,6.0,Week day dinner,25.0,avengers,"cola,soda",Friends,none,Pizza,"878,28,12"
125,604897,3,15.0,"Weekend lunch,At a party",25.0,avenuemontaigne,soda,"Friends,Teachers,Strangers",none,Pizza,"35,18,10749"
126,525422,2,3.0,"Week day lunch,Weekend lunch,At a party,Late night snack",3.5,spiderman,soda,Friends,none,Pizza,"28,878"
127,602560,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",25.0,tabu,"cola,soda",Friends,A moderate amount (medium),Pizza,"35,10402"
128,738379,3,8.5,"Weekend lunch,At a party",20.0,avenuemontaigne,"cola,soda","Parents,Siblings,Friends",A little (mild),Pizza,"35,18,10749"
129,622023,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,battle,"cola,soda",Friends,none,Pizza,"18,10749,10402"
130,604770,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,spiderman,"cola,soda",Friends,A little (mild),Pizza,"28,878"
131,608318,2,5.5,"Week day dinner,Weekend dinner,At a party,Late night snack",5.0,ratatouille,"alcohol,wine",Friends,none,Pizza,"16,35,10751,14"
132,626757,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,spiderman,soda,"Friends,Strangers",A lot (hot),Pizza,"28,878"
133,745297,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,avenuemontaigne,"cola,soda","Parents,Friends,Teachers",none,Pizza,"35,18,10749"
134,627599,4,6.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,deadpool,"cola,soda","Parents,Siblings,Friends,Teachers",none,Pizza,"28,12,35"
135,520037,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,homealone3,"cola,soda","Friends,Teachers,Strangers",none,Pizza,"35,10751"
136,632189,2,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",3.0,spiderman,"cola,soda",Friends,none,Pizza,"28,878"
137,627636,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.5,spykids,"cola,soda",Friends,none,Pizza,"28,35,10751,12,878"
138,295428,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,squidgamemakingsea,soda,"Siblings,Friends,Teachers,Strangers",none,Pizza,99
139,228777,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,runningonempty,"cola,soda",Teachers,none,Pizza,"18,10749,80"
140,609278,3,6.0,"Week day lunch,Week day dinner,At a party,Late night snack",5.0,ratatouille,soda,"Parents,Siblings,Friends,Teachers",none,Pizza,"16,35,10751,14"
141,614089,2,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",20.0,godfather,"cola,soda",Siblings,none,Pizza,"18,80"
142,607517,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",14.0,recepivedik2,"cola,soda","Siblings,Friends",A little (mild),Pizza,35
143,714607,3,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",5.0,venom,"cola,soda","Siblings,Friends",none,Pizza,"878,28"
144,716650,4,7.5,"Week day dinner,At a party,Late night snack",6.583333333333333,usualsuspects,"fruit,cola,soda","Friends,Teachers,Strangers",A moderate amount (medium),Pizza,"18,80,53"
145,497695,2,4.0,"Weekend dinner,At a party,Late night snack",5.0,moneyball,soda,Friends,A little (mild),Pizza,18
146,496858,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.75,homealonetheholida,"tea,ginger","Parents,Siblings,Friends,Teachers",A little (mild),Pizza,"35,10751,10770"
147,608688,2,3.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.5,insideout,soda,"Parents,Siblings,Friends,Teachers",none,Pizza,"16,10751,12,18,35"
148,604386,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,ratatouille,soda,"Parents,Friends",none,Pizza,"16,35,10751,14"
149,628559,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,avengers,"cola,soda",Friends,none,Pizza,"878,28,12"
150,715152,3,7.0,"Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,hangover,"cola,soda",Friends,none,Pizza,35
151,604110,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,homealone3,"cola,soda","Parents,Friends",none,Pizza,"35,10751"
152,629010,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,coraline,"tea,soda","Parents,Friends,Teachers,Strangers",A little (mild),Pizza,"16,10751,14"
153,605254,2,5.0,"Week day dinner,At a party,Late night snack",4.0,nancy,"cola,soda",Friends,A moderate amount (medium),Pizza,"9648,18"
154,628990,3,5.0,"Week day lunch,Week day dinner,At a party",6.0,lifeofpi,soda,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza,"12,18"
155,625295,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,homealone3,soda,Friends,none,Pizza,"35,10751"
156,603415,3,6.0,"Week day lunch,Weekend lunch,At a party,Late night snack",4.5,homealone3,soda,Friends,A little (mild),Pizza,"35,10751"
157,635533,2,6.0,"Week day lunch,Late night snack",15.0,amen,"cola,soda",Friends,A little (mild),Pizza,"18,36"
158,630389,1,3.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,americaninparis,"dairy,juice",Friends,A lot (hot),Pizza,"10402,10749,35"
159,714901,4,7.0,"Week day lunch,Weekend lunch,At a party",5.0,cloudywithachanceo,"cola,soda",Friends,A moderate amount (medium),Pizza,"16,35,10751"
160,629792,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,goofymovie,soda,"Parents,Siblings,Friends",none,Pizza,"10749,16,10751,35,12"
161,629025,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,avenuemontaigne,soda,"Friends,Strangers",none,Pizza,"35,18,10749"
162,524441,3,6.0,"Week day lunch,Weekend lunch,At a party",10.0,avenuemontaigne,"ginger,soda","Siblings,Friends",none,Pizza,"35,18,10749"
163,389109,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",18.0,cloudywithachanceo,"ginger,soda",Friends,none,Pizza,"16,35,10751"
164,631216,2,5.0,"Week day lunch,At a party",6.0,quietplace,"cola,soda",Friends,A moderate amount (medium),Pizza,"27,18,878"
